"dms_orig","dms_dest","sctg2","dms_mode","thousand tons in 2019","million dollars in 2019","million ton-miles in 2019","thousand tons in 2024","million dollars in 2024","million ton-miles in 2024","thousand tons in 2030","thousand tons in 2030_low","thousand tons in 2030_high","million dollars in 2030","million dollars in 2030_low","million dollars in 2030_high","million ton-miles in 2030"
"422-Pittsburgh PA-OH-WV (PA Part)","372-Greensboro--Winston-Salem--High Point NC","14-Metallic ores","1-Truck","0.0004","0.072","0.0002","0.0004","0.069","0.0002","0.0003","0.0003","0.0003","0.0569","0.0565","0.0606","0.0001"
"422-Pittsburgh PA-OH-WV (PA Part)","379-Rest of NC","14-Metallic ores","1-Truck","0.033","0.3512","0.0165","0.0316","0.3367","0.0158","0.032","0.0318","0.0341","0.3412","0.3392","0.3632","0.016"
"422-Pittsburgh PA-OH-WV (PA Part)","392-Cleveland OH","14-Metallic ores","1-Truck","3.9873","9.1191","0.5536","3.8216","8.7401","0.5306","4.8357","4.794","5.246","11.0594","10.9641","11.9979","0.6714"
"422-Pittsburgh PA-OH-WV (PA Part)","399-Rest of OH","14-Metallic ores","1-Truck","0.3432","0.008","0.0643","0.3289","0.0077","0.0616","0.2342","0.2322","0.2556","0.0055","0.0054","0.006","0.0439"
"422-Pittsburgh PA-OH-WV (PA Part)","422-Pittsburgh PA-OH-WV (PA Part)","14-Metallic ores","1-Truck","1.997","1.9946","0.0982","1.914","1.9117","0.0941","2.596","2.5656","2.8407","2.5929","2.5625","2.8373","0.1277"
"422-Pittsburgh PA-OH-WV (PA Part)","422-Pittsburgh PA-OH-WV (PA Part)","15-Coal","1-Truck","888.7873","39.6044","29.241","686.9957","30.6125","22.6021","527.596","520.9781","583.8971","23.5097","23.2148","26.0185","17.3578"
"422-Pittsburgh PA-OH-WV (PA Part)","423-New York NY-NJ-CT-PA (PA Part)","15-Coal","1-Truck","11.5635","0.9675","3.4749","8.9381","0.7478","2.6859","5.3133","5.2428","5.8804","0.4446","0.4387","0.492","1.5967"
"422-Pittsburgh PA-OH-WV (PA Part)","429-Rest of PA","14-Metallic ores","1-Truck","5.0161","1.002","0.9545","4.8077","0.9604","0.9148","3.9217","3.8731","4.314","0.7834","0.7737","0.8618","0.7463"
"422-Pittsburgh PA-OH-WV (PA Part)","429-Rest of PA","15-Coal","1-Truck","655.7469","33.7895","81.2008","506.8652","26.1179","62.7648","318.7412","314.6841","353.1632","16.4242","16.2152","18.1979","39.4695"
"422-Pittsburgh PA-OH-WV (PA Part)","459-Rest of SC","14-Metallic ores","1-Truck","0.9963","2.9928","0.5664","0.9549","2.8685","0.5429","0.8099","0.8094","0.8507","2.4329","2.4316","2.5554","0.4605"
"422-Pittsburgh PA-OH-WV (PA Part)","479-Rest of TN","14-Metallic ores","1-Truck","0.1706","0.0021","0.0955","0.1635","0.002","0.0915","0.1939","0.1914","0.2081","0.0024","0.0023","0.0025","0.1085"
"422-Pittsburgh PA-OH-WV (PA Part)","484-Dallas-Fort Worth TX-OK (TX Part)","14-Metallic ores","1-Truck","0.4508","0.6988","0.5637","0.432","0.6697","0.5403","0.3599","0.3219","0.3977","0.558","0.499","0.6165","0.4501"
"422-Pittsburgh PA-OH-WV (PA Part)","540-West Virginia","14-Metallic ores","1-Truck","0.9989","1.9966","0.1848","0.9574","1.9137","0.1771","1.5953","1.5697","1.7765","3.189","3.1377","3.551","0.2951"
"422-Pittsburgh PA-OH-WV (PA Part)","540-West Virginia","15-Coal","1-Truck","403.4055","18.3506","52.9872","311.8158","14.1842","40.9569","258.3165","254.1541","289.3617","11.7506","11.5613","13.1628","33.9298"
"422-Pittsburgh PA-OH-WV (PA Part)","551-Milwaukee WI","14-Metallic ores","1-Truck","0.1037","0.2224","0.0652","0.0994","0.2131","0.0625","0.0829","0.082","0.0882","0.1779","0.1758","0.1892","0.0522"
"423-New York NY-NJ-CT-PA (PA Part)","423-New York NY-NJ-CT-PA (PA Part)","15-Coal","1-Truck","2.4773","0.6002","0.0601","1.9148","0.4639","0.0464","1.9626","1.9366","2.1721","0.4755","0.4692","0.5262","0.0476"
"429-Rest of PA","011-Birmingham AL","15-Coal","1-Truck","6.034","0.5632","5.127","4.664","0.4353","3.963","4.7997","4.7595","5.1954","0.448","0.4442","0.4849","4.0783"
"429-Rest of PA","050-Arkansas","15-Coal","1-Truck","0.0656","0.0016","0.0725","0.0507","0.0012","0.056","0.063","0.0607","0.0718","0.0015","0.0015","0.0017","0.0697"
"429-Rest of PA","061-Los Angeles CA","15-Coal","1-Truck","0.6553","1.0705","1.7239","0.5065","0.8275","1.3325","0.401","0.3915","0.4631","0.6552","0.6397","0.7566","1.0551"
"429-Rest of PA","069-Rest of CA","15-Coal","1-Truck","4.2702","1.2247","11.6841","3.3007","0.9467","9.0313","2.9298","2.8583","3.3786","0.8403","0.8198","0.969","8.0166"
"429-Rest of PA","091-Hartford CT","15-Coal","1-Truck","19.1132","3.144","5.8836","14.7737","2.4302","4.5478","8.5197","8.3939","9.0842","1.4014","1.3807","1.4943","2.6226"
"429-Rest of PA","121-Jacksonville FL-GA  CFS Area (FL Part)","15-Coal","1-Truck","2.5639","0.6032","2.3514","1.9818","0.4662","1.8175","1.8647","1.8383","1.989","0.4387","0.4325","0.4679","1.7101"
"429-Rest of PA","171-Chicago IL-IN-WI (IL Part)","15-Coal","1-Truck","0.0004","0.0002","0.0003","0.0003","0.0002","0.0002","0.0003","0.0003","0.0003","0.0002","0.0002","0.0002","0.0002"
"429-Rest of PA","179-Rest of IL","15-Coal","1-Truck","1.6773","0.4102","1.2813","1.2965","0.3171","0.9904","1.4445","1.4214","1.5702","0.3533","0.3476","0.384","1.1034"
"429-Rest of PA","181-Chicago IL-IN-WI (IN Part)","15-Coal","1-Truck","18.5551","1.1","11.0514","14.3423","0.8503","8.5423","14.4891","14.4086","15.6487","0.859","0.8542","0.9277","8.6298"
"429-Rest of PA","182-Indianapolis IN","15-Coal","1-Truck","2.956","1.2713","1.5729","2.2849","0.9827","1.2158","1.6957","1.6861","1.8309","0.7293","0.7252","0.7874","0.9023"
"429-Rest of PA","183-Fort Wayne IN","15-Coal","1-Truck","108.1798","14.4722","49.9669","83.6185","11.1864","38.6223","48.4285","48.1758","52.2952","6.4787","6.4449","6.996","22.3685"
"429-Rest of PA","201-Kansas City MO-KS (KS Part)","15-Coal","1-Truck","5.7995","1.3406","6.133","4.4828","1.0363","4.7405","4.8451","4.5757","5.4686","1.12","1.0577","1.2641","5.1237"
"429-Rest of PA","219-Rest of KY","15-Coal","1-Truck","0.0466","0.002","0.026","0.036","0.0015","0.0201","0.0399","0.0385","0.0438","0.0017","0.0016","0.0019","0.0223"
"429-Rest of PA","241-Baltimore MD","15-Coal","2-Rail","0.1663","0.0034","0.0396","0.1285","0.0026","0.0306","0.1457","0.145","0.1561","0.003","0.003","0.0032","0.0347"
"429-Rest of PA","242-Washington DC-VA-MD-WV (MD Part)","15-Coal","2-Rail","0.045","0.0252","0.0107","0.0347","0.0195","0.0083","0.0279","0.0278","0.0299","0.0156","0.0156","0.0167","0.0067"
"429-Rest of PA","249-Rest of MD","15-Coal","1-Truck","0.0425","0.0836","0.0063","0.0329","0.0646","0.0049","0.0247","0.0246","0.0265","0.0486","0.0483","0.0522","0.0037"
"429-Rest of PA","251-Boston MA-RI-NH-CT (MA Part)","15-Coal","1-Truck","0.1569","0.1556","0.0656","0.1213","0.1203","0.0507","0.0804","0.0796","0.0848","0.0798","0.079","0.0841","0.0336"
"429-Rest of PA","261-Detroit MI","15-Coal","1-Truck","1.2525","0.9639","0.5348","0.9682","0.745","0.4134","0.8844","0.8716","0.9583","0.6806","0.6708","0.7375","0.3776"
"429-Rest of PA","261-Detroit MI","15-Coal","2-Rail","1.0318","0.7116","0.5359","0.7975","0.55","0.4142","0.7285","0.718","0.7894","0.5025","0.4952","0.5445","0.3784"
"429-Rest of PA","269-Rest of MI","14-Metallic ores","1-Truck","0.0054","0.6096","0.003","0.0052","0.5843","0.0028","0.006","0.0059","0.0065","0.6816","0.6713","0.7371","0.0033"
"429-Rest of PA","269-Rest of MI","15-Coal","1-Truck","40.6156","4.8232","25.0135","31.3942","3.7281","19.3344","31.3401","30.8419","34.0084","3.7217","3.6625","4.0386","19.3011"
"429-Rest of PA","271-Minneapolis-St. Paul MN-WI (MN Part)","15-Coal","1-Truck","2.8946","0.256","3.3976","2.2374","0.1979","2.6262","2.062","2.0295","2.219","0.1824","0.1795","0.1963","2.4203"
"429-Rest of PA","329-Rest of NV","14-Metallic ores","1-Truck","0.0636","9.3031","0.1497","0.0609","8.9166","0.1434","0.057","0.055","0.0632","8.3474","8.0495","9.2556","0.1343"
"429-Rest of PA","341-New York NY-NJ-CT-PA (NJ Part)","15-Coal","1-Truck","15.8607","7.1295","2.8177","12.2597","5.5108","2.178","7.2257","7.1901","7.7578","3.248","3.232","3.4872","1.2837"
"429-Rest of PA","361-Albany NY  CFS Area","15-Coal","1-Truck","0.0078","0.0004","0.0022","0.006","0.0003","0.0017","0.0049","0.0049","0.0053","0.0002","0.0002","0.0003","0.0014"
"429-Rest of PA","362-Buffalo NY  CFS Area","15-Coal","1-Truck","65.685","7.727","13.7908","50.7718","5.9726","10.6597","32.8702","32.5404","35.3972","3.8667","3.8279","4.164","6.9012"
"429-Rest of PA","364-Rochester NY","15-Coal","1-Truck","13.5564","2.8983","3.0142","10.4785","2.2403","2.3299","6.6905","6.6163","7.2065","1.4304","1.4145","1.5407","1.4876"
"429-Rest of PA","369-Rest of NY","15-Coal","1-Truck","305.2185","12.5558","62.1296","235.9212","9.7051","48.0236","136.431","135.0078","146.9569","5.6124","5.5538","6.0454","27.7716"
"429-Rest of PA","371-Charlotte NC-SC (NC Part)","15-Coal","1-Truck","0.6476","0.3059","0.3356","0.5006","0.2365","0.2594","0.348","0.3454","0.3734","0.1644","0.1632","0.1764","0.1803"
"429-Rest of PA","373-Raleigh-Durham NC","15-Coal","2-Rail","1.0088","0.695","0.6507","0.7797","0.5372","0.503","0.6765","0.6733","0.7244","0.4661","0.4639","0.4991","0.4364"
"429-Rest of PA","379-Rest of NC","15-Coal","1-Truck","3.5227","0.9148","1.8448","2.7229","0.7071","1.426","1.6138","1.604","1.7308","0.4191","0.4166","0.4495","0.8451"
"429-Rest of PA","379-Rest of NC","15-Coal","2-Rail","3353.8775","184.4959","2299.2655","2592.4084","142.6077","1777.237","1536.4122","1527.1536","1647.8753","84.5176","84.0083","90.6492","1053.2941"
"429-Rest of PA","392-Cleveland OH","15-Coal","1-Truck","3.1364","0.057","0.7124","2.4243","0.044","0.5507","2.2272","2.2062","2.4575","0.0405","0.0401","0.0446","0.5059"
"429-Rest of PA","392-Cleveland OH","15-Coal","2-Rail","0.4129","0.1282","0.135","0.3191","0.0991","0.1043","0.2932","0.2904","0.3235","0.091","0.0902","0.1004","0.0958"
"429-Rest of PA","399-Rest of OH","14-Metallic ores","1-Truck","0.0007","0.0669","0.0002","0.0007","0.0641","0.0002","0.0004","0.0004","0.0004","0.0343","0.034","0.0377","0.0001"
"429-Rest of PA","399-Rest of OH","15-Coal","1-Truck","35.7483","4.8322","9.5894","27.632","3.7351","7.4122","24.6518","24.4315","27.2147","3.3323","3.3025","3.6787","6.6128"
"429-Rest of PA","409-Rest of OK","15-Coal","1-Truck","1.8455","0.0173","2.4087","1.4265","0.0134","1.8618","1.3566","1.3193","1.5045","0.0127","0.0124","0.0141","1.7707"
"429-Rest of PA","411-Portland OR-WA (OR Part)","15-Coal","1-Truck","0.4947","0.9484","1.3873","0.3824","0.7331","1.0723","0.2469","0.2389","0.2645","0.4733","0.458","0.507","0.6923"
"429-Rest of PA","421-Philadelphia PA-NJ-DE-MD (PA Part)","15-Coal","1-Truck","1.3228","0.0092","0.1606","1.0225","0.0071","0.1242","0.6922","0.6834","0.7663","0.0048","0.0047","0.0053","0.0841"
"429-Rest of PA","422-Pittsburgh PA-OH-WV (PA Part)","14-Metallic ores","1-Truck","0.0002","0.0154","0","0.0002","0.0147","0","0.0002","0.0002","0.0003","0.015","0.0149","0.0165","0"
"429-Rest of PA","422-Pittsburgh PA-OH-WV (PA Part)","15-Coal","1-Truck","3175.1949","323.6605","376.1948","2454.2941","250.1762","290.783","2004.0234","1978.8863","2220.4447","204.2783","201.7159","226.3389","237.4353"
"429-Rest of PA","422-Pittsburgh PA-OH-WV (PA Part)","15-Coal","2-Rail","3581.9243","140.1362","742.3407","2768.6791","108.3195","573.7986","2260.7307","2232.3737","2504.8746","88.447","87.3375","97.9986","468.5282"
"429-Rest of PA","423-New York NY-NJ-CT-PA (PA Part)","15-Coal","1-Truck","8.1738","0.3639","0.8742","6.318","0.2813","0.6758","3.9933","3.9402","4.4245","0.1778","0.1754","0.197","0.4271"
"429-Rest of PA","429-Rest of PA","14-Metallic ores","1-Truck","0.0188","2.9888","0.0025","0.0181","2.8646","0.0024","0.0111","0.0109","0.0123","1.7568","1.735","1.9427","0.0015"
"429-Rest of PA","429-Rest of PA","15-Coal","1-Truck","16656.9868","941.515","1214.8289","12875.1608","727.7521","939.0124","8608.4951","8498.9212","9549.1939","486.5843","480.3907","539.7561","627.8355"
"429-Rest of PA","429-Rest of PA","15-Coal","2-Rail","5595.7426","206.7833","902.7534","4325.2773","159.8349","697.791","2891.9353","2855.1251","3207.9534","106.8677","105.5074","118.5457","466.5519"
"429-Rest of PA","429-Rest of PA","15-Coal","3-Water","0.0648","0.0659","0.0285","0.05","0.0509","0.022","0.0335","0.033","0.0371","0.034","0.0336","0.0378","0.0147"
"429-Rest of PA","451-Charleston SC","15-Coal","1-Truck","16.2619","2.8971","11.3826","12.5698","2.2393","8.7983","11.1199","11.1016","11.7518","1.981","1.9778","2.0936","7.7834"
"429-Rest of PA","459-Rest of SC","15-Coal","1-Truck","20.0434","2.835","12.316","15.4927","2.1913","9.5197","13.8397","13.8296","14.6379","1.9575","1.9561","2.0704","8.504"
"429-Rest of PA","459-Rest of SC","15-Coal","2-Rail","985.399","42.0382","747.9978","761.6726","32.4938","578.1713","680.4075","679.911","719.6462","29.0269","29.0057","30.7009","516.4844"
"429-Rest of PA","473-Knoxville TN","15-Coal","1-Truck","7.5618","2.3406","4.4181","5.845","1.8092","3.415","6.3459","6.2545","6.8646","1.9643","1.936","2.1248","3.7076"
"429-Rest of PA","486-Houston TX","15-Coal","1-Truck","0.003","0.0012","0.0045","0.0023","0.0009","0.0035","0.0025","0.0022","0.0028","0.001","0.0009","0.0011","0.0038"
"429-Rest of PA","489-Rest of TX","15-Coal","1-Truck","0.7364","0.6362","1.1366","0.5692","0.4918","0.8786","0.5404","0.4788","0.6056","0.4669","0.4137","0.5233","0.8342"
"429-Rest of PA","500-Vermont","15-Coal","1-Truck","13.891","1.2486","5.7905","10.7372","0.9651","4.4758","6.1919","6.1818","6.5871","0.5566","0.5557","0.5921","2.5811"
"429-Rest of PA","511-Richmond VA","15-Coal","1-Truck","12.6754","5.1004","3.9931","9.7976","3.9424","3.0865","10.0895","9.9865","11.0132","4.0599","4.0184","4.4316","3.1785"
"429-Rest of PA","519-Rest of VA","15-Coal","1-Truck","5.7338","1.3328","2.0248","4.432","1.0302","1.5651","3.3124","3.2809","3.6176","0.77","0.7626","0.8409","1.1697"
"429-Rest of PA","531-Seattle WA","14-Metallic ores","1-Truck","0.0009","0.0922","0.0026","0.0009","0.0883","0.0025","0.0006","0.0006","0.0006","0.058","0.0564","0.0618","0.0016"
"429-Rest of PA","540-West Virginia","15-Coal","1-Truck","248.0901","11.5929","55.7825","191.7634","8.9608","43.1176","168.9074","166.1856","189.426","7.8928","7.7656","8.8516","37.9784"
"429-Rest of PA","559-Rest of WI","15-Coal","1-Truck","11.9123","2.502","10.6394","9.2077","1.9339","8.2238","11.2338","11.1092","12.0795","2.3595","2.3333","2.5371","10.0335"
"441-Boston MA-RI-NH-CT (RI Part)","441-Boston MA-RI-NH-CT (RI Part)","14-Metallic ores","1-Truck","0.1548","18.9996","0.0032","0.1484","18.21","0.0031","0.1083","0.1073","0.1133","13.2972","13.1643","13.911","0.0023"
"451-Charleston SC","452-Greenville SC","14-Metallic ores","1-Truck","0.0211","3.9794","0.0043","0.0202","3.8141","0.0041","0.0109","0.0109","0.011","2.0514","2.0493","2.0656","0.0022"
"452-Greenville SC","452-Greenville SC","14-Metallic ores","1-Truck","1.0489","1.332","0.0492","1.0053","1.2766","0.0472","0.9944","0.9933","1.0015","1.2627","1.2614","1.2718","0.0467"
"459-Rest of SC","251-Boston MA-RI-NH-CT (MA Part)","14-Metallic ores","1-Truck","0.3176","55.4066","0.316","0.3044","53.1042","0.3029","0.2677","0.265","0.2689","46.6998","46.2328","46.9059","0.2664"
"459-Rest of SC","371-Charlotte NC-SC (NC Part)","15-Coal","1-Truck","0.4815","0.1094","0.0574","0.3492","0.0793","0.0416","0.4868","0.4832","0.498","0.1106","0.1097","0.1131","0.058"
"459-Rest of SC","452-Greenville SC","15-Coal","1-Truck","0.0016","0.0005","0.0002","0.0012","0.0004","0.0001","0.0015","0.0015","0.0015","0.0005","0.0005","0.0005","0.0002"
"459-Rest of SC","459-Rest of SC","15-Coal","1-Truck","2.1136","0.7286","0.1342","1.5325","0.5283","0.0973","2.3657","2.3639","2.3857","0.8155","0.8149","0.8224","0.1502"
"459-Rest of SC","479-Rest of TN","14-Metallic ores","1-Truck","0.0161","3.2724","0.0064","0.0154","3.1365","0.0061","0.0171","0.0169","0.0176","3.4879","3.444","3.5929","0.0068"
"471-Memphis TN-MS-AR (TN Part)","129-Rest of FL","14-Metallic ores","1-Truck","0.1085","0.2055","0.0781","0.104","0.197","0.0749","0.0471","0.0464","0.0484","0.0892","0.0878","0.0918","0.0339"
"471-Memphis TN-MS-AR (TN Part)","131-Atlanta GA","14-Metallic ores","1-Truck","0.0021","0.0501","0.0009","0.002","0.048","0.0008","0.0009","0.0009","0.0009","0.0209","0.0207","0.022","0.0004"
"471-Memphis TN-MS-AR (TN Part)","139-Rest of GA","14-Metallic ores","1-Truck","0.0017","0.0031","0.0009","0.0017","0.003","0.0008","0.001","0.001","0.001","0.0018","0.0017","0.0019","0.0005"
"471-Memphis TN-MS-AR (TN Part)","181-Chicago IL-IN-WI (IN Part)","14-Metallic ores","1-Truck","1.081","1.1695","0.5916","1.0361","1.1209","0.567","0.9081","0.8999","0.9279","0.9825","0.9736","1.0039","0.497"
"471-Memphis TN-MS-AR (TN Part)","190-Iowa","14-Metallic ores","1-Truck","0.005","0.4699","0.0031","0.0048","0.4503","0.0029","0.0043","0.0042","0.0044","0.398","0.394","0.4101","0.0026"
"471-Memphis TN-MS-AR (TN Part)","279-Rest of MN","14-Metallic ores","1-Truck","0.0018","0.1073","0.0017","0.0017","0.1028","0.0016","0.0018","0.0018","0.0019","0.108","0.1068","0.1119","0.0017"
"471-Memphis TN-MS-AR (TN Part)","292-St. Louis MO-IL (MO Part)","14-Metallic ores","1-Truck","0.5845","0.6948","0.1725","0.5602","0.6659","0.1653","0.3245","0.32","0.3393","0.3858","0.3804","0.4033","0.0958"
"471-Memphis TN-MS-AR (TN Part)","341-New York NY-NJ-CT-PA (NJ Part)","14-Metallic ores","1-Truck","0.001","0.0529","0.0011","0.001","0.0507","0.001","0.0006","0.0006","0.0006","0.031","0.0309","0.0321","0.0006"
"471-Memphis TN-MS-AR (TN Part)","372-Greensboro--Winston-Salem--High Point NC","14-Metallic ores","1-Truck","0.0015","0.253","0.001","0.0014","0.2425","0.0009","0.0009","0.0009","0.0009","0.1478","0.1467","0.1526","0.0006"
"471-Memphis TN-MS-AR (TN Part)","392-Cleveland OH","14-Metallic ores","1-Truck","1.1343","3.4062","0.8138","1.0872","3.2647","0.78","1.0169","1.0082","1.0705","3.0538","3.0275","3.2146","0.7296"
"471-Memphis TN-MS-AR (TN Part)","399-Rest of OH","14-Metallic ores","1-Truck","0.0002","0.001","0.0001","0.0001","0.001","0.0001","0.0001","0.0001","0.0001","0.0005","0.0005","0.0005","0"
"471-Memphis TN-MS-AR (TN Part)","429-Rest of PA","14-Metallic ores","1-Truck","0.0328","2.0485","0.0298","0.0315","1.9634","0.0286","0.019","0.0187","0.0203","1.184","1.1693","1.2637","0.0172"
"471-Memphis TN-MS-AR (TN Part)","452-Greenville SC","14-Metallic ores","1-Truck","0.0052","0.1427","0.0028","0.005","0.1367","0.0027","0.0028","0.0028","0.0028","0.0764","0.0763","0.0778","0.0015"
"471-Memphis TN-MS-AR (TN Part)","479-Rest of TN","14-Metallic ores","1-Truck","0.4274","0.1989","0.1151","0.4097","0.1906","0.1103","0.359","0.3545","0.3738","0.167","0.1649","0.1739","0.0967"
"471-Memphis TN-MS-AR (TN Part)","486-Houston TX","14-Metallic ores","1-Truck","1.6032","20.1132","0.9975","1.5366","19.2774","0.956","0.819","0.7392","0.8747","10.2751","9.2737","10.9735","0.5096"
"471-Memphis TN-MS-AR (TN Part)","489-Rest of TX","14-Metallic ores","1-Truck","0.0093","0.0373","0.0055","0.0089","0.0358","0.0053","0.0075","0.0067","0.0081","0.0303","0.0269","0.0327","0.0044"
"471-Memphis TN-MS-AR (TN Part)","511-Richmond VA","14-Metallic ores","1-Truck","0.0004","0.0506","0.0003","0.0004","0.0485","0.0003","0.0002","0.0002","0.0002","0.0236","0.0234","0.0249","0.0001"
"472-Nashville TN","261-Detroit MI","14-Metallic ores","1-Truck","10.4869","14.7915","5.8683","10.0511","14.1768","5.6244","1.7756","1.756","1.8545","2.5044","2.4768","2.6157","0.9936"
"472-Nashville TN","269-Rest of MI","14-Metallic ores","1-Truck","5.3037","10.8858","3.2064","5.0833","10.4335","3.0732","1.0238","1.0083","1.0789","2.1013","2.0696","2.2145","0.619"
"472-Nashville TN","363-New York NY-NJ-CT-PA (NY Part)","14-Metallic ores","1-Truck","0.0003","0.001","0.0003","0.0003","0.001","0.0002","0","0","0","0.0001","0.0001","0.0001","0"
"472-Nashville TN","452-Greenville SC","14-Metallic ores","1-Truck","1.4196","2.4135","0.5082","1.3606","2.3132","0.4871","0.1335","0.1333","0.1373","0.2269","0.2267","0.2334","0.0478"
"472-Nashville TN","459-Rest of SC","14-Metallic ores","1-Truck","6.503","6.7536","3.1194","6.2327","6.4729","2.9898","0.6861","0.6857","0.7061","0.7125","0.7121","0.7333","0.3291"
"472-Nashville TN","472-Nashville TN","14-Metallic ores","1-Truck","12.0248","21.0813","0.5474","11.5251","20.2053","0.5247","4.4452","4.385","4.6693","7.7931","7.6876","8.1861","0.2024"
"472-Nashville TN","479-Rest of TN","14-Metallic ores","2-Rail","127.2572","150.1188","15.8732","121.969","143.8806","15.2135","18.766","18.5302","19.7317","22.1373","21.8592","23.2765","2.3407"
"473-Knoxville TN","202-Wichita KS","14-Metallic ores","1-Truck","0.0415","7.8437","0.0383","0.0398","7.5178","0.0367","0.018","0.017","0.0198","3.3959","3.2084","3.7345","0.0166"
